,belong
293,1.0
12862,1.0
5511,1.0
14665,1.0
12379,1.0
14998,1.0
7935,1.0
5676,1.0
8824,1.0
14502,1.0
11876,1.0
14045,1.0
296,1.0
2465,1.0
14310,1.0
16227,1.0
13940,1.0
5714,1.0
13919,1.0
11850,1.0
58,1.0
5777,1.0
10,1.0
3896,1.0
13763,1.0
11561,1.0
5126,1.0
10559,1.0
13404,1.0
2132,1.0
12090,1.0
7617,1.0
11711,1.0
11441,1.0
5305,1.0
8369,1.0
3147,1.0
13849,1.0
4387,1.0
9690,1.0
4850,1.0
1118,1.0
609,1.0
3354,1.0
1113,1.0
11754,1.0
5984,1.0
16180,1.0
3949,1.0
16073,1.0
11059,1.0
5639,1.0
3587,1.0
14282,1.0
6067,1.0
6297,1.0
1646,1.0
5246,1.0
7764,1.0
13622,1.0
4553,1.0
12579,1.0
11091,1.0
1224,1.0
4738,1.0
3192,1.0
9006,1.0
1934,1.0
10713,1.0
12318,1.0
15372,1.0
6588,1.0
6390,1.0
2627,1.0
1102,1.0
12525,1.0
7538,1.0
12995,1.0
5011,1.0
5838,1.0
5667,1.0
8728,1.0
13781,1.0
1766,1.0
6875,1.0
10953,1.0
7144,1.0
871,1.0
13722,1.0
11357,1.0
5389,1.0
3217,1.0
3284,1.0
6481,1.0
14476,1.0
5808,1.0
1595,1.0
6389,1.0
1490,1.0
14100,1.0
12967,1.0
11326,1.0
14560,1.0
3340,1.0
5515,1.0
11428,1.0
5868,1.0
8327,1.0
12922,1.0
2077,1.0
15270,1.0
14966,1.0
5133,1.0
4175,1.0
11682,1.0
2856,1.0
3438,1.0
3692,1.0
2514,1.0
1513,1.0
5759,1.0
14121,1.0
8624,1.0
6416,1.0
6336,1.0
12052,1.0
2916,1.0
9268,1.0
6589,1.0
15432,1.0
5193,1.0
16078,1.0
14938,1.0
7868,1.0
507,1.0
1439,1.0
2038,1.0
1390,1.0
5496,1.0
14023,1.0
4070,1.0
6115,1.0
2737,1.0
6157,1.0
9873,1.0
13996,1.0
15935,1.0
974,1.0
7259,1.0
13405,1.0
15113,1.0
983,1.0
7326,1.0
12326,1.0
2974,1.0
12690,1.0
4160,1.0
4793,1.0
12581,1.0
10542,1.0
9905,1.0
15195,1.0
10607,1.0
10762,1.0
8675,1.0
424,1.0
9623,1.0
15133,1.0
2394,1.0
4261,1.0
1651,1.0
14692,1.0
79,1.0
5068,1.0
11247,1.0
14611,1.0
11839,1.0
2659,1.0
10692,1.0
2880,1.0
15289,1.0
14884,1.0
13253,1.0
6812,1.0
10314,1.0
7404,1.0
10882,1.0
109,1.0
7848,1.0
9717,1.0
16191,1.0
14274,1.0
12624,1.0
12216,1.0
7008,1.0
9255,1.0
4285,1.0
15883,1.0
13993,1.0
878,1.0
9880,1.0
9917,1.0
2086,1.0
3067,1.0
15716,1.0
9726,1.0
14155,1.0
15985,1.0
6311,1.0
11546,1.0
1887,1.0
12503,1.0
6624,1.0
15724,1.0
11904,1.0
4782,1.0
8374,1.0
14526,1.0
10322,1.0
8901,1.0
3423,1.0
1812,1.0
14930,1.0
1259,1.0
729,1.0
11311,1.0
4050,1.0
5962,1.0
3226,1.0
3277,1.0
899,1.0
6715,1.0
15156,1.0
6314,1.0
6663,1.0
2190,1.0
3386,1.0
11194,1.0
12719,1.0
10971,1.0
12301,1.0
13772,1.0
14483,1.0
1134,1.0
12610,1.0
12358,1.0
11063,1.0
4622,1.0
15934,1.0
15382,1.0
5651,1.0
1974,1.0
16231,1.0
9231,1.0
10157,1.0
8233,1.0
6190,1.0
12342,1.0
1927,1.0
95,1.0
6726,1.0
16095,1.0
2112,1.0
8038,1.0
6123,1.0
16232,1.0
904,1.0
13125,1.0
7507,1.0
34,1.0
564,1.0
8497,1.0
8286,1.0
1220,1.0
3415,1.0
2221,1.0
16237,1.0
15144,1.0
3208,1.0
13008,1.0
3317,1.0
4186,1.0
3272,1.0
3080,1.0
12517,1.0
2830,1.0
3166,1.0
342,1.0
955,1.0
15132,1.0
12622,1.0
9406,1.0
15443,1.0
11385,1.0
8571,1.0
4293,1.0
9699,1.0
5118,1.0
12162,1.0
7303,1.0
12875,1.0
1010,1.0
3787,1.0
13402,1.0
1504,1.0
1363,1.0
5643,1.0
7295,1.0
3471,1.0
8341,1.0
3496,1.0
1813,1.0
6341,1.0
4945,1.0
16165,1.0
12636,1.0
15960,1.0
12619,1.0
8633,1.0
14027,1.0
9608,1.0
10130,1.0
2478,1.0
9799,1.0
12339,1.0
1222,1.0
8317,1.0
11228,1.0
12670,1.0
9190,1.0
7770,1.0
7977,1.0
14214,1.0
15374,1.0
9341,1.0
961,1.0
12971,1.0
7904,1.0
5077,1.0
12053,1.0
11689,1.0
12340,1.0
6674,1.0
1923,1.0
7801,1.0
11202,1.0
191,1.0
9622,1.0
9157,1.0
8942,1.0
12511,1.0
12484,1.0
11587,1.0
13910,1.0
6699,1.0
6692,1.0
6402,1.0
7467,1.0
9445,1.0
3847,1.0
10231,1.0
8749,1.0
12886,1.0
15487,1.0
9587,1.0
5105,1.0
2577,1.0
5847,1.0
13193,1.0
7776,1.0
5101,1.0
13343,1.0
303,1.0
13965,1.0
13455,1.0
15433,1.0
8768,1.0
14968,1.0
15204,1.0
7997,1.0
13593,1.0
7449,1.0
2712,1.0
1374,1.0
120,1.0
9528,1.0
11031,1.0
2118,1.0
9008,1.0
14112,1.0
5257,1.0
13324,1.0
15343,1.0
7376,1.0
2005,1.0
3090,1.0
6779,1.0
8542,1.0
12924,1.0
6553,1.0
2152,1.0
15120,1.0
1219,1.0
13695,1.0
3956,1.0
15799,1.0
1496,1.0
11175,1.0
12874,1.0
12580,1.0
13631,1.0
13890,1.0
14673,1.0
4670,1.0
14699,1.0
7536,1.0
3445,1.0
14810,1.0
11892,1.0
1609,1.0
7738,1.0
9514,1.0
11687,1.0
7147,1.0
6005,1.0
7883,1.0
12686,1.0
12603,1.0
13098,1.0
10466,1.0
9598,1.0
15706,1.0
6350,1.0
10345,1.0
4652,1.0
9262,1.0
5641,1.0
7877,1.0
5057,1.0
6176,1.0
3769,1.0
2773,1.0
14826,1.0
10190,1.0
1394,1.0
12138,1.0
2718,1.0
14030,1.0
1300,1.0
7415,1.0
3897,1.0
14313,1.0
15640,1.0
13750,1.0
10930,1.0
4479,1.0
15267,1.0
16069,1.0
8160,1.0
11823,1.0
15771,1.0
11232,1.0
10031,1.0
4992,1.0
260,1.0
4065,1.0
1401,1.0
2571,1.0
13044,1.0
5244,1.0
5547,1.0
3903,1.0
12620,1.0
15095,1.0
13565,1.0
15885,1.0
14885,1.0
2447,1.0
6499,1.0
116,1.0
13765,1.0
12029,1.0
6040,1.0
12979,1.0
2838,1.0
15835,1.0
10196,1.0
4909,1.0
3458,1.0
12076,1.0
9790,1.0
15721,1.0
3697,1.0
2857,1.0
13989,1.0
9693,1.0
15426,1.0
10059,1.0
13551,1.0
13861,1.0
6432,1.0
14111,1.0
998,1.0
84,1.0
4776,1.0
12801,1.0
6387,1.0
12467,1.0
1650,1.0
6640,1.0
12223,1.0
3449,1.0
4314,1.0
18,1.0
6959,1.0
4564,1.0
6252,1.0
4313,1.0
7024,1.0
3661,1.0
16111,1.0
7179,1.0
3971,1.0
10115,1.0
14863,1.0
10613,1.0
8546,1.0
4808,1.0
7765,1.0
9163,1.0
3520,1.0
5912,1.0
10022,1.0
2056,1.0
12529,1.0
1030,1.0
9602,1.0
12675,1.0
3856,1.0
15190,1.0
13140,1.0
12316,1.0
15766,1.0
4630,1.0
13688,1.0
1437,1.0
3567,1.0
9541,1.0
1451,1.0
2973,1.0
10786,1.0
5171,1.0
1615,1.0
5843,1.0
6806,1.0
10516,1.0
15789,1.0
5064,1.0
104,1.0
2694,1.0
8856,1.0
396,1.0
12456,1.0
8045,1.0
6398,1.0
6254,1.0
8432,1.0
15601,1.0
6172,1.0
12240,1.0
8580,1.0
2503,1.0
3840,1.0
2576,1.0
7570,1.0
2977,1.0
4643,1.0
10447,1.0
6784,1.0
3530,1.0
2387,1.0
6196,1.0
3257,1.0
5250,1.0
10845,1.0
5227,1.0
10306,1.0
15319,1.0
127,1.0
8936,1.0
8152,1.0
8325,1.0
541,1.0
8831,1.0
390,1.0
6285,1.0
9261,1.0
8522,1.0
14543,1.0
13231,1.0
15482,1.0
11264,1.0
11399,1.0
9982,1.0
10054,1.0
9877,1.0
13844,1.0
13550,1.0
12121,1.0
9323,1.0
13372,1.0
13161,1.0
8999,1.0
7791,1.0
10368,1.0
13026,1.0
9554,1.0
9330,1.0
10023,1.0
8273,1.0
1820,1.0
2330,1.0
16077,1.0
9471,1.0
2876,1.0
4188,1.0
4662,1.0
4811,1.0
1325,1.0
160,1.0
5642,1.0
247,1.0
13412,1.0
1145,1.0
9447,1.0
12050,1.0
10629,1.0
543,1.0
15381,1.0
14903,1.0
7323,1.0
7247,1.0
114,1.0
15851,1.0
7083,1.0
15105,1.0
16031,1.0
12826,1.0
15629,1.0
6178,1.0
3255,1.0
14269,1.0
6703,1.0
12033,1.0
3796,1.0
15515,1.0
13609,1.0
11528,1.0
3722,1.0
4044,1.0
14795,1.0
8404,1.0
9800,1.0
9170,1.0
10409,1.0
2193,1.0
7399,1.0
1244,1.0
15548,1.0
14001,1.0
308,1.0
1572,1.0
9532,1.0
5400,1.0
6144,1.0
13966,1.0
1833,1.0
1949,1.0
1430,1.0
8724,1.0
1838,1.0
10646,1.0
3583,1.0
5439,1.0
14696,1.0
11563,1.0
14438,1.0
13947,1.0
3592,1.0
2541,1.0
1843,1.0
6412,1.0
15554,1.0
11853,1.0
4448,1.0
10159,1.0
8491,1.0
7501,1.0
14428,1.0
6780,1.0
2683,1.0
503,1.0
539,1.0
13740,1.0
8081,1.0
11775,1.0
15964,1.0
651,1.0
5182,1.0
1718,1.0
8403,1.0
6828,1.0
6448,1.0
13318,1.0
12006,1.0
4114,1.0
15961,1.0
2356,1.0
2933,1.0
307,1.0
10045,1.0
13768,1.0
1160,1.0
15898,1.0
8447,1.0
5604,1.0
7656,1.0
4582,1.0
9154,1.0
2362,1.0
12370,1.0
15879,1.0
2862,1.0
14808,1.0
13487,1.0
12235,1.0
15503,1.0
2557,1.0
14631,1.0
6866,1.0
7709,1.0
15996,1.0
5532,1.0
14326,1.0
13370,1.0
288,1.0
15369,1.0
15291,1.0
7865,1.0
13428,1.0
15365,1.0
3512,1.0
12002,1.0
4559,1.0
13745,1.0
4855,1.0
527,1.0
4408,1.0
4115,1.0
10862,1.0
11463,1.0
15846,1.0
15126,1.0
13284,1.0
1991,1.0
9675,1.0
11845,1.0
6641,1.0
5953,1.0
3042,1.0
965,1.0
14207,1.0
4235,1.0
3730,1.0
6979,1.0
14437,1.0
8646,1.0
11940,1.0
9466,1.0
9146,1.0
8030,1.0
15663,1.0
37,1.0
4663,1.0
6937,1.0
280,1.0
4031,1.0
7183,1.0
12730,1.0
15041,1.0
15553,1.0
12311,1.0
3475,1.0
2995,1.0
8563,1.0
14975,1.0
5545,1.0
11789,1.0
452,1.0
8968,1.0
7836,1.0
10841,1.0
5425,1.0
2208,1.0
14731,1.0
3416,1.0
10943,1.0
3027,1.0
15427,1.0
11690,1.0
10566,1.0
5990,1.0
13288,1.0
7216,1.0
4721,1.0
8426,1.0
9966,1.0
5971,1.0
2098,1.0
12596,1.0
1022,1.0
1180,1.0
9124,1.0
4358,1.0
9947,1.0
10814,1.0
12383,1.0
16166,1.0
16070,1.0
10547,1.0
14285,1.0
2030,1.0
9364,1.0
12260,1.0
15214,1.0
6153,1.0
3805,1.0
9706,1.0
6599,1.0
6000,1.0
11617,1.0
1343,1.0
13649,1.0
14278,1.0
15393,1.0
11016,1.0
12388,1.0
4259,1.0
5859,1.0
5427,1.0
1824,1.0
10299,1.0
8053,1.0
7060,1.0
9538,1.0
10645,1.0
14655,1.0
8042,1.0
5992,1.0
5218,1.0
8090,1.0
9713,1.0
5391,1.0
915,1.0
14928,1.0
6820,1.0
16113,1.0
3910,1.0
10773,1.0
6723,1.0
6140,1.0
1951,1.0
1762,1.0
41,1.0
7745,1.0
7800,1.0
10601,1.0
2323,1.0
7152,1.0
2918,1.0
2621,1.0
13547,1.0
8217,1.0
6671,1.0
6757,1.0
2562,1.0
486,1.0
6159,1.0
10951,1.0
7803,1.0
10452,1.0
7427,1.0
6321,1.0
3156,1.0
10403,1.0
4871,1.0
11407,1.0
11494,1.0
3457,1.0
15038,1.0
13432,1.0
6160,1.0
2191,1.0
366,1.0
3280,1.0
7699,1.0
6050,1.0
13175,1.0
9331,1.0
7727,1.0
14440,1.0
13132,1.0
10210,1.0
1515,1.0
11133,1.0
7881,1.0
12453,1.0
11226,1.0
11058,1.0
6902,1.0
1119,1.0
13843,1.0
3542,1.0
11374,1.0
6152,1.0
11736,1.0
2776,1.0
15184,1.0
10251,1.0
10339,1.0
3180,1.0
13187,1.0
12306,1.0
7893,1.0
9265,1.0
10889,1.0
7033,1.0
8005,1.0
23,1.0
15642,1.0
3609,1.0
6684,1.0
4589,1.0
3347,1.0
11002,1.0
7101,1.0
3809,1.0
16172,1.0
9168,1.0
1235,1.0
1750,1.0
7950,1.0
2606,1.0
3624,1.0
11102,1.0
5355,1.0
6833,1.0
846,1.0
7882,1.0
16105,1.0
5560,1.0
14357,1.0
12150,1.0
11365,1.0
7691,1.0
9107,1.0
8232,1.0
13395,1.0
11787,1.0
6594,1.0
3497,1.0
1798,1.0
619,1.0
3958,1.0
3855,1.0
12424,1.0
2858,1.0
12758,1.0
1128,1.0
2972,1.0
7387,1.0
2828,1.0
14388,1.0
3405,1.0
2599,1.0
13434,1.0
1708,1.0
13230,1.0
2125,1.0
1133,1.0
2176,1.0
2850,1.0
8763,1.0
12110,1.0
15965,1.0
2961,1.0
4134,1.0
5184,1.0
15819,1.0
3790,1.0
13269,1.0
13518,1.0
15318,1.0
3387,1.0
7679,1.0
3265,1.0
13059,1.0
16151,1.0
11832,1.0
2722,1.0
4331,1.0
376,1.0
3836,1.0
1555,1.0
11524,1.0
5315,1.0
4041,1.0
13517,1.0
1223,1.0
6457,1.0
8196,1.0
10283,1.0
11905,1.0
15871,1.0
15837,1.0
8711,1.0
6759,1.0
9375,1.0
10356,1.0
6162,1.0
9234,1.0
3131,1.0
10129,1.0
6600,1.0
5729,1.0
2840,1.0
6619,1.0
7411,1.0
1815,1.0
12091,1.0
1111,1.0
14108,1.0
3187,1.0
78,1.0
1482,1.0
9150,1.0
4194,1.0
8288,1.0
9463,1.0
5539,1.0
1286,1.0
7920,1.0
3210,1.0
2289,1.0
6288,1.0
2023,1.0
4983,1.0
3941,1.0
14330,1.0
13500,1.0
7187,1.0
13571,1.0
13975,1.0
2781,1.0
4844,1.0
15813,1.0
3778,1.0
3650,1.0
5292,1.0
16007,1.0
8364,1.0
16276,1.0
3184,1.0
14825,1.0
14685,1.0
11771,1.0
7022,1.0
9631,1.0
15542,1.0
14815,1.0
1353,1.0
2662,1.0
15963,1.0
1947,1.0
10377,1.0
698,1.0
5223,1.0
15,1.0
15962,1.0
425,1.0
5720,1.0
3107,1.0
6814,1.0
13885,1.0
9620,1.0
4087,1.0
920,1.0
2115,1.0
6954,1.0
1553,1.0
15300,1.0
1754,1.0
2357,1.0
3995,1.0
12712,1.0
6844,1.0
5836,1.0
4716,1.0
1122,1.0
859,1.0
8357,1.0
2714,1.0
15745,1.0
10540,1.0
6019,1.0
10194,1.0
10948,1.0
5665,1.0
12703,1.0
12222,1.0
3360,1.0
4038,1.0
7892,1.0
9899,1.0
4374,1.0
4342,1.0
1442,1.0
7580,1.0
11087,1.0
14618,1.0
5307,1.0
4183,1.0
15546,1.0
1571,1.0
11610,1.0
4227,1.0
6250,1.0
7658,1.0
12629,1.0
3367,1.0
6433,1.0
10013,1.0
7629,1.0
8597,1.0
3968,1.0
5949,1.0
1926,1.0
5202,1.0
10050,1.0
14893,1.0
14397,1.0
6072,1.0
1444,1.0
621,1.0
2451,1.0
2114,1.0
2113,1.0
7948,1.0
2206,1.0
9605,1.0
10811,1.0
6352,1.0
11806,1.0
4877,1.0
9338,1.0
9765,1.0
6586,1.0
10083,1.0
2063,1.0
13477,1.0
14664,1.0
157,1.0
5736,1.0
5467,1.0
6531,1.0
12780,1.0
278,1.0
1790,1.0
3122,1.0
215,1.0
4680,1.0
13692,1.0
5423,1.0
918,1.0
12853,1.0
13998,1.0
8238,1.0
15744,1.0
4880,1.0
11721,1.0
12542,1.0
9625,1.0
13259,1.0
14925,1.0
7678,1.0
15004,1.0
10006,1.0
14832,1.0
8862,1.0
181,1.0
14788,1.0
2195,1.0
13679,1.0
13391,1.0
12328,1.0
13761,1.0
7726,1.0
5883,1.0
3152,1.0
4604,1.0
4971,1.0
15913,1.0
4888,1.0
329,1.0
8102,1.0
11987,1.0
12819,1.0
13806,1.0
10324,1.0
4005,1.0
1741,1.0
11716,1.0
12893,1.0
9797,1.0
7458,1.0
4532,1.0
15340,1.0
630,1.0
8088,1.0
3850,1.0
7626,1.0
8788,1.0
16148,1.0
3942,1.0
8725,1.0
8805,1.0
11316,1.0
7,1.0
2120,1.0
7599,1.0
11760,1.0
15160,1.0
5277,1.0
938,1.0
2580,1.0
2350,1.0
8170,1.0
964,1.0
8125,1.0
14117,1.0
4892,1.0
806,1.0
4618,1.0
8912,1.0
16088,1.0
14025,1.0
8330,1.0
15693,1.0
11633,1.0
12362,1.0
7432,1.0
4383,1.0
6201,1.0
4395,1.0
5253,1.0
9042,1.0
5610,1.0
2081,1.0
15236,1.0
8183,1.0
12942,1.0
1289,1.0
4831,1.0
3479,1.0
14198,1.0
5418,1.0
10437,1.0
7044,1.0
11019,1.0
8792,1.0
12250,1.0
1209,1.0
1681,1.0
9646,1.0
6001,1.0
5469,1.0
12395,1.0
13339,1.0
3704,1.0
11581,1.0
5721,1.0
6623,1.0
5787,1.0
2399,1.0
13371,1.0
352,1.0
379,1.0
11862,1.0
12702,1.0
5204,1.0
300,1.0
7214,1.0
14126,1.0
14515,1.0
5034,1.0
9308,1.0
5407,1.0
10589,1.0
1791,1.0
5211,1.0
10259,1.0
12789,1.0
12221,1.0
1198,1.0
6556,1.0
14459,1.0
11661,1.0
2651,1.0
1877,1.0
4150,1.0
8573,1.0
6039,1.0
6510,1.0
14856,1.0
13461,1.0
13796,1.0
4489,1.0
2646,1.0
14994,1.0
13329,1.0
435,1.0
3631,1.0
8734,1.0
335,1.0
3444,1.0
13051,1.0
11707,1.0
8416,1.0
3557,1.0
11423,1.0
2860,1.0
8203,1.0
14558,1.0
13747,1.0
13124,1.0
8211,1.0
4829,1.0
10714,1.0
4705,1.0
11944,1.0
12905,1.0
13014,1.0
3656,1.0
4416,1.0
14225,1.0
9173,1.0
14859,1.0
5102,1.0
597,1.0
13941,1.0
5839,1.0
11914,1.0
5699,1.0
15774,1.0
3593,1.0
8218,1.0
13265,1.0
12872,1.0
16236,1.0
10236,1.0
3079,1.0
13840,1.0
3207,1.0
6868,1.0
14109,1.0
15861,1.0
12866,1.0
15597,1.0
11163,1.0
350,1.0
9558,1.0
6384,1.0
9734,1.0
4843,1.0
14089,1.0
14567,1.0
8427,1.0
15720,1.0
814,1.0
5304,1.0
4440,1.0
9371,1.0
9073,1.0
11812,1.0
774,1.0
2209,1.0
13984,1.0
267,1.0
9309,1.0
15471,1.0
8050,1.0
7819,1.0
15334,1.0
5234,1.0
8622,1.0
7373,1.0
3400,1.0
14345,1.0
5231,1.0
15348,1.0
6980,1.0
1544,1.0
15129,1.0
111,1.0
8775,1.0
11188,1.0
3564,1.0
13936,1.0
923,1.0
4918,1.0
5119,1.0
1227,1.0
6795,1.0
13495,1.0
2445,1.0
12404,1.0
9089,1.0
15752,1.0
6041,1.0
2523,1.0
10950,1.0
4324,1.0
8855,1.0
15072,1.0
1341,1.0
12749,1.0
4735,1.0
9096,1.0
15630,1.0
15557,1.0
2205,1.0
10449,1.0
599,1.0
10265,1.0
8319,1.0
2655,1.0
11536,1.0
7219,1.0
481,1.0
15302,1.0
13870,1.0
4548,1.0
4059,1.0
15226,1.0
11457,1.0
6232,1.0
14166,1.0
13058,1.0
12323,1.0
10989,1.0
13143,1.0
13712,1.0
11072,1.0
6786,1.0
2467,1.0
6744,1.0
6659,1.0
994,1.0
11525,1.0
14204,1.0
7641,1.0
626,1.0
8393,1.0
268,1.0
12856,1.0
9692,1.0
3425,1.0
11612,1.0
6535,1.0
10934,1.0
1042,1.0
13771,1.0
13737,1.0
9813,1.0
13019,1.0
13236,1.0
4474,1.0
5801,1.0
11701,1.0
9443,1.0
5636,1.0
8465,1.0
1453,1.0
7703,1.0
11648,1.0
9890,1.0
2800,1.0
6379,1.0
13385,1.0
1129,1.0
4659,1.0
12559,1.0
2615,1.0
15093,1.0
1889,1.0
9677,1.0
2975,1.0
8502,1.0
10152,1.0
6524,1.0
10145,1.0
13845,1.0
11032,1.0
12951,1.0
5283,1.0
1014,1.0
4459,1.0
8254,1.0
12519,1.0
526,1.0
10920,1.0
3054,1.0
4988,1.0
3937,1.0
1443,1.0
8255,1.0
9903,1.0
15127,1.0
15084,1.0
14458,1.0
9983,1.0
13536,1.0
11828,1.0
12020,1.0
11267,1.0
10711,1.0
1023,1.0
2307,1.0
7319,1.0
13464,1.0
1841,1.0
4919,1.0
11356,1.0
5585,1.0
15951,1.0
11482,1.0
15812,1.0
344,1.0
1044,1.0
5812,1.0
4615,1.0
2036,1.0
11336,1.0
12968,1.0
12305,1.0
10792,1.0
15975,1.0
13043,1.0
9374,1.0
4527,1.0
10774,1.0
10909,1.0
14725,1.0
10833,1.0
639,1.0
8716,1.0
769,1.0
14044,1.0
9818,1.0
2520,1.0
5647,1.0
12936,1.0
15780,1.0
7986,1.0
2617,1.0
11804,1.0
9467,1.0
7025,1.0
14203,1.0
9031,1.0
14369,1.0
15272,1.0
3821,1.0
11665,1.0
7833,1.0
12593,1.0
12025,1.0
1350,1.0
11053,1.0
12346,1.0
7173,1.0
4213,1.0
1428,1.0
14124,1.0
11056,1.0
1434,1.0
3682,1.0
4842,1.0
5632,1.0
1789,1.0
8339,1.0
9849,1.0
4483,1.0
6465,1.0
6903,1.0
2280,1.0
15703,1.0
1314,1.0
474,1.0
12778,1.0
8506,1.0
9688,1.0
7490,1.0
6547,1.0
1698,1.0
11893,1.0
4464,1.0
2276,1.0
9437,1.0
7598,1.0
9100,1.0
199,1.0
14602,1.0
10940,1.0
7854,1.0
1634,1.0
16279,1.0
8678,1.0
9801,1.0
6929,1.0
5670,1.0
2068,1.0
8817,1.0
12794,1.0
10464,1.0
7767,1.0
13599,1.0
6662,1.0
6591,1.0
11417,1.0
9175,1.0
6349,1.0
11576,1.0
4246,1.0
15718,1.0
4289,1.0
11501,1.0
10405,1.0
15900,1.0
3812,1.0
2211,1.0
2633,1.0
7282,1.0
10295,1.0
7918,1.0
927,1.0
10572,1.0
4703,1.0
3940,1.0
16075,1.0
2301,1.0
7740,1.0
16251,1.0
10963,1.0
15523,1.0
15798,1.0
15614,1.0
13298,1.0
10002,1.0
10097,1.0
1033,1.0
8197,1.0
1532,1.0
3236,1.0
10958,1.0
7177,1.0
15064,1.0
14916,1.0
2463,1.0
15100,1.0
13444,1.0
16196,1.0
1514,1.0
7713,1.0
10047,1.0
15826,1.0
5260,1.0
8748,1.0
6944,1.0
15873,1.0
9388,1.0
8657,1.0
9232,1.0
5051,1.0
15081,1.0
2388,1.0
10919,1.0
12721,1.0
13337,1.0
1921,1.0
561,1.0
7462,1.0
13204,1.0
9414,1.0
11550,1.0
15852,1.0
5383,1.0
12647,1.0
6846,1.0
3534,1.0
12650,1.0
5109,1.0
8603,1.0
10063,1.0
6839,1.0
436,1.0
1795,1.0
6585,1.0
13061,1.0
14887,1.0
4809,1.0
10082,1.0
7155,1.0
13393,1.0
8480,1.0
950,1.0
1666,1.0
11427,1.0
2155,1.0
6455,1.0
13469,1.0
4542,1.0
9078,1.0
4915,1.0
5463,1.0
11676,1.0
15560,1.0
2452,1.0
1036,1.0
1393,1.0
5248,1.0
14509,1.0
3483,1.0
10738,1.0
3501,1.0
6835,1.0
98,1.0
6669,1.0
4135,1.0
637,1.0
2867,1.0
3885,1.0
7121,1.0
14356,1.0
4837,1.0
12851,1.0
484,1.0
16119,1.0
2861,1.0
4145,1.0
3795,1.0
90,1.0
7188,1.0
7579,1.0
4934,1.0
958,1.0
5907,1.0
15428,1.0
8223,1.0
9240,1.0
10485,1.0
6607,1.0
15406,1.0
12735,1.0
8501,1.0
13470,1.0
15140,1.0
12051,1.0
13084,1.0
1429,1.0
3429,1.0
4538,1.0
6239,1.0
1556,1.0
9038,1.0
8326,1.0
10854,1.0
2750,1.0
4946,1.0
4875,1.0
6289,1.0
3996,1.0
8662,1.0
277,1.0
8031,1.0
10285,1.0
15462,1.0
1954,1.0
5160,1.0
4130,1.0
12407,1.0
4907,1.0
11705,1.0
7063,1.0
12565,1.0
9649,1.0
5111,1.0
3430,1.0
10513,1.0
13869,1.0
8080,1.0
7593,1.0
2,1.0
14937,1.0
14882,1.0
4184,1.0
1463,1.0
6302,1.0
16240,1.0
11719,1.0
3144,1.0
3165,1.0
12617,1.0
8387,1.0
315,1.0
4288,1.0
11681,1.0
1381,1.0
15790,1.0
9571,1.0
3643,1.0
8694,1.0
5098,1.0
1702,1.0
10065,1.0
1362,1.0
4193,1.0
11849,1.0
4007,1.0
11432,1.0
11179,1.0
10214,1.0
2169,1.0
9994,1.0
9803,1.0
14906,1.0
9377,1.0
10336,1.0
4,1.0
11011,1.0
14824,1.0
7272,1.0
3282,1.0
6142,1.0
1630,1.0
13006,1.0
12785,1.0
13083,1.0
6892,1.0
3262,1.0
9235,1.0
1389,1.0
15460,1.0
10863,1.0
14106,1.0
9644,1.0
407,1.0
14050,1.0
16280,1.0
9029,1.0
4841,1.0
9630,1.0
13687,1.0
13693,1.0
13595,1.0
8099,1.0
12523,1.0
4526,1.0
2351,1.0
12847,1.0
8705,1.0
9458,1.0
15684,1.0
13589,1.0
4994,1.0
4537,1.0
4305,1.0
13218,1.0
3763,1.0
7114,1.0
8745,1.0
6272,1.0
9807,1.0
953,1.0
9254,1.0
19,1.0
6189,1.0
15719,1.0
13135,1.0
13159,1.0
10508,1.0
3636,1.0
9951,1.0
11799,1.0
10815,1.0
11078,1.0
3321,1.0
15213,1.0
1285,1.0
15624,1.0
15189,1.0
8154,1.0
11301,1.0
12199,1.0
14276,1.0
7413,1.0
4426,1.0
9938,1.0
7184,1.0
3446,1.0
14902,1.0
12729,1.0
15207,1.0
13548,1.0
2953,1.0
5535,1.0
6287,1.0
4886,1.0
8976,1.0
9025,1.0
1764,1.0
123,1.0
2715,1.0
15932,1.0
5033,1.0
15178,1.0
14867,1.0
585,1.0
14570,1.0
1228,1.0
11801,1.0
8234,1.0
2921,1.0
13106,1.0
10460,1.0
1191,1.0
6204,1.0
7775,1.0
9869,1.0
5006,1.0
14617,1.0
15834,1.0
6724,1.0
1421,1.0
16200,1.0
6853,1.0
3242,1.0
11018,1.0
2900,1.0
12256,1.0
3982,1.0
14246,1.0
7698,1.0
12465,1.0
16204,1.0
3209,1.0
9550,1.0
1348,1.0
14656,1.0
15670,1.0
15145,1.0
9257,1.0
12192,1.0
4846,1.0
818,1.0
10158,1.0
2367,1.0
6192,1.0
2456,1.0
9380,1.0
11941,1.0
12609,1.0
6114,1.0
9820,1.0
6683,1.0
11555,1.0
9151,1.0
3782,1.0
5657,1.0
12363,1.0
5273,1.0
7967,1.0
16038,1.0
2271,1.0
11241,1.0
2508,1.0
364,1.0
12444,1.0
6582,1.0
12843,1.0
2100,1.0
6418,1.0
6629,1.0
3301,1.0
10784,1.0
13689,1.0
8419,1.0
1920,1.0
8959,1.0
4815,1.0
3172,1.0
10234,1.0
3498,1.0
14525,1.0
7110,1.0
8874,1.0
